,Protocol,Compounds,InputFields,Iterations,NumPending,Hour,Day,Class
33,E,171.0,174.0,20.0,0.0,14.45,Thu,VF
34,E,236.0,224.0,20.0,0.0,11.216666666666667,Fri,VF
35,E,233.0,861.0,10.0,0.0,17.7,Fri,VF
36,E,29.0,25.0,20.0,0.0,9.95,Thu,VF
37,E,231.0,127.0,20.0,0.0,10.483333333333333,Fri,VF
38,E,239.0,141.0,20.0,0.0,15.733333333333333,Fri,VF
39,E,244.0,210.0,20.0,0.0,15.916666666666666,Fri,F
40,E,231.0,221.0,20.0,0.0,11.3,Fri,VF
41,E,234.0,32.0,20.0,0.0,11.383333333333333,Fri,VF
42,E,250.0,19.0,20.0,0.0,11.4,Fri,VF
43,E,249.0,31.0,20.0,0.0,11.466666666666667,Fri,VF
44,E,250.0,95.0,20.0,0.0,10.733333333333333,Fri,VF
45,E,256.0,69.0,10.0,0.0,14.616666666666667,Fri,VF
46,E,25.0,15.0,20.0,0.0,16.3,Fri,VF
47,E,30.0,19.0,20.0,0.0,10.216666666666667,Fri,VF
48,E,32.0,17.0,20.0,0.0,16.45,Wed,VF
49,E,21.0,19.0,20.0,0.0,16.1,Fri,VF
50,E,22.0,26.0,20.0,0.0,17.233333333333334,Tue,VF
51,E,23.0,22.0,20.0,0.0,9.233333333333333,Wed,VF
52,E,21.0,23.0,20.0,0.0,9.9,Fri,VF
53,E,21.0,24.0,20.0,0.0,10.666666666666666,Wed,VF
54,E,24.0,24.0,20.0,0.0,10.15,Wed,VF
55,E,308.0,289.0,20.0,0.0,15.5,Fri,F
56,E,303.0,299.0,20.0,0.0,16.0,Fri,F
57,E,300.0,299.0,20.0,0.0,14.5,Fri,F
58,E,302.0,299.0,20.0,0.0,14.65,Fri,F
59,E,328.0,35.0,20.0,0.0,13.783333333333333,Mon,VF
60,E,35.0,33.0,20.0,0.0,13.883333333333333,Tue,VF
61,E,39.0,35.0,20.0,0.0,10.65,Tue,VF
62,E,410.0,33.0,20.0,0.0,10.55,Thu,VF
63,E,55.0,48.0,20.0,0.0,10.466666666666667,Fri,VF
64,E,50.0,45.0,20.0,0.0,11.95,Fri,VF
65,E,47.0,43.0,20.0,0.0,12.216666666666667,Fri,VF
66,E,498.0,141.0,20.0,0.0,13.933333333333334,Tue,F
67,E,50.0,38.0,20.0,0.0,10.283333333333333,Fri,VF
68,E,50.0,45.0,20.0,0.0,16.333333333333332,Fri,VF
69,E,46.0,42.0,20.0,0.0,10.066666666666666,Fri,VF
70,E,54.0,47.0,20.0,0.0,16.183333333333334,Wed,VF
71,E,49.0,44.0,20.0,0.0,16.133333333333333,Fri,VF
72,E,48.0,50.0,20.0,0.0,16.583333333333332,Fri,VF
73,E,52.0,51.0,20.0,0.0,17.25,Tue,VF
74,E,60.0,45.0,20.0,0.0,13.133333333333333,Wed,VF
75,E,563.0,155.0,20.0,0.0,13.516666666666667,Mon,F
76,E,61.0,53.0,20.0,0.0,11.583333333333334,Tue,VF
77,E,65.0,60.0,20.0,0.0,9.35,Wed,VF
78,E,69.0,62.0,20.0,0.0,15.15,Wed,VF
79,E,70.0,60.0,20.0,0.0,10.083333333333334,Mon,VF
80,E,63.0,71.0,20.0,0.0,14.116666666666667,Wed,VF
81,E,74.0,70.0,20.0,0.0,21.65,Wed,VF
82,E,77.0,70.0,50.0,0.0,13.133333333333333,Thu,VF
83,E,789.0,30.0,20.0,0.0,21.666666666666668,Tue,VF
84,E,790.0,779.0,20.0,0.0,18.183333333333334,Wed,M
85,E,775.0,784.0,20.0,0.0,14.083333333333334,Fri,M
86,E,785.0,780.0,20.0,0.0,14.416666666666666,Fri,M
87,E,787.0,778.0,20.0,0.0,14.2,Fri,M
88,E,779.0,786.0,20.0,0.0,14.466666666666667,Fri,M
89,E,76.0,77.0,20.0,0.0,10.816666666666666,Tue,VF
90,E,891.0,15.0,20.0,0.0,17.45,Tue,VF
91,E,894.0,207.0,20.0,0.0,17.55,Tue,F
92,E,883.0,269.0,20.0,0.0,17.55,Tue,F
93,E,885.0,52.0,20.0,0.0,17.583333333333332,Tue,F
94,E,20.0,10.0,20.0,0.0,11.216666666666667,Tue,VF
95,E,20.0,10.0,20.0,0.0,13.216666666666667,Tue,VF
96,E,20.0,10.0,20.0,0.0,13.766666666666667,Tue,VF
97,A,120.0,338.0,20.0,3340.0,13.25,Mon,F
98,A,130.0,397.0,20.0,160.0,16.8,Fri,F
99,A,129.0,373.0,20.0,118.0,10.666666666666666,Mon,F
100,A,141.0,373.0,20.0,92.0,9.433333333333334,Mon,VF
101,A,134.0,113.0,20.0,0.0,9.566666666666666,Mon,VF
102,A,135.0,165.0,20.0,281.0,9.516666666666667,Mon,VF
103,A,130.0,311.0,20.0,112.0,9.483333333333333,Mon,VF
104,A,135.0,369.0,20.0,160.0,9.516666666666667,Mon,VF
105,A,139.0,22.0,20.0,82.0,9.533333333333333,Mon,VF
106,A,152.0,392.0,10.0,1.0,15.166666666666666,Wed,VF
107,A,157.0,397.0,10.0,1.0,10.45,Thu,VF
108,A,153.0,392.0,10.0,0.0,15.733333333333333,Fri,F
109,A,161.0,497.0,100.0,0.0,13.65,Fri,M
110,A,184.0,533.0,20.0,86.0,16.733333333333334,Fri,F
111,A,205.0,38.0,20.0,8.0,11.466666666666667,Mon,VF
112,A,215.0,600.0,20.0,0.0,17.466666666666665,Mon,VF
113,A,204.0,605.0,20.0,0.0,17.916666666666668,Mon,VF
114,A,216.0,604.0,20.0,0.0,15.2,Tue,F
115,A,228.0,610.0,20.0,0.0,15.233333333333333,Tue,F
116,A,213.0,651.0,20.0,0.0,14.933333333333334,Tue,F
117,A,227.0,650.0,20.0,0.0,14.933333333333334,Tue,F
118,A,228.0,538.0,20.0,0.0,14.933333333333334,Tue,F
119,A,220.0,541.0,20.0,0.0,11.483333333333333,Tue,F
120,A,230.0,544.0,20.0,0.0,14.933333333333334,Tue,F
121,A,223.0,619.0,20.0,0.0,15.266666666666667,Tue,F
122,A,223.0,624.0,20.0,0.0,15.25,Tue,F
123,A,226.0,654.0,20.0,0.0,18.183333333333334,Fri,F
124,A,229.0,652.0,20.0,0.0,9.7,Mon,VF
125,A,226.0,651.0,20.0,0.0,16.616666666666667,Fri,F
126,A,221.0,661.0,20.0,49.0,13.816666666666666,Tue,F
127,A,236.0,666.0,20.0,0.0,14.133333333333333,Tue,VF
128,A,237.0,532.0,200.0,0.0,18.15,Fri,M
129,A,237.0,635.0,20.0,0.0,7.916666666666667,Mon,F
130,A,231.0,690.0,20.0,11.0,14.866666666666667,Tue,VF
131,A,233.0,699.0,20.0,0.0,15.033333333333333,Tue,VF
132,A,252.0,699.0,20.0,0.0,11.616666666666667,Mon,VF
133,A,31.0,79.0,20.0,0.0,10.2,Wed,VF
134,A,27.0,74.0,20.0,0.0,10.45,Wed,VF
135,A,29.0,76.0,20.0,0.0,14.066666666666666,Wed,VF
136,A,273.0,537.0,200.0,0.0,17.033333333333335,Wed,L
137,A,286.0,534.0,200.0,0.0,18.1,Fri,L
138,A,326.0,895.0,20.0,21.0,15.15,Fri,F
139,A,3400.0,4638.0,20.0,0.0,21.916666666666668,Mon,L
140,A,3404.0,2574.0,20.0,0.0,20.4,Thu,L
141,A,3405.0,2082.0,20.0,0.0,10.866666666666667,Fri,L
142,A,3397.0,4470.0,20.0,0.0,21.516666666666666,Mon,L
143,A,3398.0,4467.0,20.0,0.0,0.8833333333333333,Wed,L
144,A,3496.0,977.0,20.0,0.0,7.5,Thu,L
145,A,3483.0,985.0,20.0,0.0,7.333333333333333,Thu,L
146,A,3493.0,1158.0,20.0,0.0,7.983333333333333,Thu,L
147,A,3498.0,623.0,20.0,0.0,11.6,Wed,L
148,A,3484.0,462.0,20.0,0.0,11.583333333333334,Wed,L
149,A,3667.0,431.0,20.0,0.0,8.35,Tue,L
150,A,3680.0,431.0,20.0,0.0,12.95,Wed,L
151,A,370.0,774.0,50.0,0.0,11.4,Fri,M
152,A,3744.0,191.0,20.0,1.0,14.65,Wed,F
153,A,3768.0,248.0,20.0,0.0,9.616666666666667,Wed,M
154,A,3768.0,247.0,20.0,0.0,10.566666666666666,Wed,M
155,A,400.0,1180.0,20.0,0.0,5.583333333333333,Wed,M
156,A,404.0,1186.0,20.0,0.0,5.45,Tue,M
157,A,406.0,94.0,20.0,0.0,11.6,Thu,VF
158,A,405.0,1186.0,20.0,0.0,6.266666666666667,Mon,M
159,A,395.0,92.0,20.0,0.0,12.266666666666667,Thu,VF
160,A,407.0,1197.0,20.0,0.0,10.216666666666667,Tue,M
161,A,413.0,921.0,20.0,24.0,9.016666666666667,Tue,F
162,A,410.0,66.0,20.0,3.0,12.333333333333334,Thu,M
163,A,415.0,83.0,20.0,0.0,20.366666666666667,Mon,VF
164,A,413.0,412.0,20.0,0.0,10.616666666666667,Fri,M
165,A,412.0,416.0,20.0,0.0,4.866666666666667,Mon,M
166,A,413.0,51.0,20.0,0.0,5.333333333333333,Mon,VF
167,A,411.0,63.0,20.0,0.0,5.166666666666667,Mon,VF
168,A,422.0,934.0,20.0,0.0,10.5,Fri,M
169,A,423.0,953.0,20.0,0.0,10.55,Fri,M
170,A,424.0,166.0,20.0,0.0,9.066666666666666,Fri,VF
171,A,417.0,195.0,20.0,0.0,10.533333333333333,Fri,F
172,A,417.0,234.0,20.0,0.0,10.466666666666667,Fri,F
173,A,420.0,26.0,20.0,0.0,10.366666666666667,Fri,VF
174,A,425.0,53.0,20.0,0.0,10.616666666666667,Fri,VF
175,A,424.0,213.0,20.0,0.0,6.783333333333333,Wed,F
176,A,4505.0,155.0,20.0,6.0,16.583333333333332,Wed,F
177,A,461.0,684.0,20.0,0.0,14.85,Tue,M
178,A,457.0,689.0,20.0,0.0,14.05,Tue,M
179,A,458.0,179.0,10.0,3.0,10.733333333333333,Tue,F
180,A,460.0,185.0,10.0,3.0,10.9,Tue,F
181,A,455.0,184.0,10.0,3.0,14.466666666666667,Thu,M
182,A,468.0,306.0,20.0,0.0,19.333333333333332,Mon,VF
183,A,471.0,440.0,20.0,23.0,15.666666666666666,Wed,VF
184,A,467.0,663.0,20.0,22.0,19.683333333333334,Mon,F
185,A,529.0,744.0,20.0,21.0,18.383333333333333,Thu,F
186,A,533.0,576.0,20.0,0.0,14.0,Tue,F
187,A,529.0,615.0,20.0,0.0,7.666666666666667,Fri,F
188,A,52.0,171.0,20.0,0.0,6.2,Mon,VF
189,A,69.0,201.0,20.0,0.0,15.866666666666667,Wed,VF
190,A,877.0,865.0,20.0,17.0,14.8,Mon,F
191,C,99.0,938.0,20.0,0.0,17.933333333333334,Thu,VF
192,C,1056.0,2783.0,10.0,0.0,5.8,Thu,VF
193,C,1068.0,2781.0,20.0,0.0,13.733333333333333,Wed,VF
194,C,1063.0,4775.0,10.0,0.0,14.25,Mon,VF
195,C,1057.0,1837.0,10.0,0.0,5.383333333333334,Fri,VF
196,C,106.0,3357.0,20.0,0.0,12.533333333333333,Mon,VF
197,C,114.0,3359.0,20.0,0.0,14.016666666666667,Mon,VF
198,C,113.0,6204.0,20.0,0.0,13.216666666666667,Mon,VF
199,C,131.0,6056.0,20.0,0.0,17.166666666666668,Tue,VF
200,C,129.0,2417.0,20.0,0.0,12.7,Fri,VF
201,C,143.0,2504.0,20.0,0.0,17.4,Thu,VF
202,C,142.0,6537.0,20.0,0.0,16.766666666666666,Fri,VF
203,C,141.0,1200.0,20.0,0.0,19.45,Thu,VF
204,C,133.0,1203.0,20.0,0.0,19.4,Thu,VF
205,C,143.0,6644.0,20.0,0.0,10.65,Mon,VF
206,C,141.0,6661.0,20.0,0.0,9.4,Mon,VF
207,C,138.0,777.0,20.0,0.0,9.566666666666666,Mon,VF
208,C,130.0,1075.0,20.0,0.0,9.5,Mon,VF
209,C,136.0,2520.0,20.0,0.0,9.5,Mon,VF
210,C,135.0,2797.0,20.0,0.0,9.466666666666667,Mon,VF
211,C,142.0,142.0,20.0,0.0,9.516666666666667,Mon,VF
212,C,1408.0,2755.0,10.0,0.0,10.933333333333334,Wed,VF
213,C,1409.0,2759.0,10.0,0.0,12.766666666666667,Wed,VF
214,C,1410.0,2761.0,10.0,0.0,10.15,Wed,F
215,C,147.0,10521.0,20.0,0.0,7.95,Fri,VF
216,C,155.0,2001.0,20.0,0.0,13.766666666666667,Wed,VF
217,C,152.0,10656.0,20.0,0.0,12.95,Wed,VF
218,C,148.0,1538.0,20.0,0.0,13.216666666666667,Wed,VF
219,C,143.0,3664.0,20.0,0.0,18.216666666666665,Tue,VF
220,C,152.0,3696.0,20.0,0.0,18.516666666666666,Tue,VF
221,C,156.0,6060.0,20.0,0.0,17.466666666666665,Tue,VF
222,C,162.0,3656.0,20.0,0.0,18.433333333333334,Tue,VF
223,C,170.0,3637.0,20.0,0.0,17.333333333333332,Tue,VF
224,C,165.0,7580.0,100.0,0.0,13.533333333333333,Fri,F
225,C,173.0,737.0,20.0,0.0,1.4,Thu,VF
226,C,177.0,8016.0,20.0,0.0,16.716666666666665,Fri,VF
227,C,193.0,262.0,20.0,0.0,11.45,Mon,VF
228,C,208.0,7061.0,20.0,0.0,17.6,Mon,VF
229,C,215.0,1116.0,20.0,0.0,17.7,Fri,VF
230,C,221.0,15420.0,20.0,0.0,13.45,Tue,VF
231,C,218.0,15415.0,20.0,0.0,13.45,Tue,VF
232,C,226.0,19876.0,20.0,0.0,15.2,Tue,VF
233,C,226.0,3659.0,20.0,0.0,14.416666666666666,Tue,VF
234,C,223.0,8378.0,20.0,0.0,15.233333333333333,Tue,VF
235,C,224.0,7199.0,20.0,0.0,9.716666666666667,Mon,VF
236,C,227.0,7778.0,20.0,0.0,14.15,Tue,VF
237,C,232.0,8081.0,20.0,0.0,16.583333333333332,Fri,VF
238,C,236.0,9379.0,20.0,0.0,13.8,Tue,VF
239,C,234.0,3643.0,200.0,0.0,17.783333333333335,Fri,F
240,C,229.0,7743.0,20.0,0.0,15.016666666666667,Tue,VF
241,C,240.0,4599.0,20.0,0.0,7.866666666666667,Mon,VF
242,C,239.0,5215.0,20.0,0.0,13.616666666666667,Wed,VF
243,C,240.0,6702.0,20.0,0.0,18.116666666666667,Fri,VF
244,C,234.0,7118.0,20.0,0.0,11.583333333333334,Mon,VF
245,C,241.0,8801.0,20.0,0.0,14.85,Tue,VF
246,C,247.0,7602.0,20.0,0.0,12.4,Fri,VF
247,C,263.0,9155.0,20.0,0.0,11.733333333333333,Wed,VF
248,C,2715.0,2564.0,20.0,0.0,0.1,Thu,M
249,C,269.0,9235.0,20.0,0.0,13.966666666666667,Wed,VF
250,C,24.0,2621.0,20.0,0.0,10.45,Wed,VF
251,C,35.0,2644.0,20.0,0.0,14.0,Wed,VF
252,C,279.0,3676.0,200.0,0.0,16.566666666666666,Wed,F
253,C,284.0,3659.0,200.0,0.0,17.6,Fri,F
254,C,305.0,9456.0,20.0,0.0,16.133333333333333,Wed,VF
255,C,305.0,9464.0,20.0,0.0,16.266666666666666,Wed,VF
256,C,315.0,3564.0,20.0,0.0,13.316666666666666,Mon,VF
257,C,26.0,3795.0,100.0,0.0,16.15,Tue,F
258,C,33.0,4004.0,100.0,0.0,10.866666666666667,Tue,F
259,C,338.0,6519.0,20.0,0.0,15.133333333333333,Fri,VF
260,C,31.0,2736.0,20.0,0.0,13.433333333333334,Tue,VF
261,C,40.0,1182.0,20.0,0.0,9.75,Tue,VF
262,C,3669.0,2957.0,20.0,0.0,7.45,Tue,M
263,C,3685.0,2961.0,20.0,0.0,12.0,Wed,M
264,C,3694.0,13957.0,20.0,0.0,13.916666666666666,Mon,L
265,C,376.0,5817.0,50.0,0.0,11.016666666666667,Fri,F
266,C,370.0,2495.0,20.0,0.0,11.25,Wed,VF
267,C,3731.0,1303.0,20.0,0.0,14.766666666666667,Wed,M
268,C,3751.0,743.0,20.0,0.0,10.516666666666667,Mon,F
269,C,3753.0,1118.0,20.0,0.0,6.283333333333333,Tue,M
270,C,3748.0,13343.0,20.0,0.0,20.066666666666666,Mon,L
271,C,3750.0,2283.0,20.0,0.0,5.65,Mon,M
272,C,3746.0,3636.0,20.0,0.0,7.716666666666667,Mon,M
273,C,3742.0,11601.0,20.0,0.0,12.566666666666666,Tue,L
274,C,3752.0,2760.0,20.0,0.0,11.366666666666667,Tue,M
275,C,3753.0,13343.0,20.0,0.0,6.95,Mon,L
276,C,3749.0,1821.0,20.0,0.0,12.05,Tue,M
277,C,3745.0,2016.0,20.0,0.0,6.4,Tue,M
278,C,3753.0,7460.0,20.0,0.0,7.65,Tue,L
279,C,3748.0,4742.0,20.0,0.0,5.266666666666667,Mon,L
280,C,3749.0,11576.0,20.0,0.0,13.3,Tue,L
281,C,3748.0,2383.0,20.0,0.0,4.983333333333333,Tue,M
282,C,3745.0,15916.0,20.0,0.0,6.75,Mon,L
283,C,3752.0,3397.0,20.0,0.0,12.3,Tue,M
284,C,3754.0,13199.0,20.0,0.0,13.066666666666666,Tue,L
285,C,3776.0,2924.0,20.0,0.0,10.4,Mon,M
286,C,3777.0,377.0,20.0,0.0,10.766666666666667,Mon,F
287,C,3781.0,84.0,20.0,0.0,10.416666666666666,Mon,VF
288,C,3768.0,1076.0,20.0,0.0,10.333333333333334,Mon,M
289,C,3771.0,1315.0,20.0,0.0,8.983333333333333,Mon,M
290,C,3768.0,1662.0,20.0,0.0,10.283333333333333,Mon,M
291,C,3777.0,236.0,20.0,0.0,10.183333333333334,Mon,VF
292,C,3772.0,382.0,20.0,0.0,8.8,Mon,VF
293,C,3778.0,2035.0,20.0,0.0,4.616666666666667,Tue,M
294,C,3772.0,2063.0,20.0,0.0,5.05,Tue,M
295,C,3769.0,2640.0,20.0,0.0,4.3,Tue,M
296,C,3778.0,3317.0,20.0,0.0,7.333333333333333,Mon,M
297,C,3780.0,6916.0,20.0,0.0,11.1,Mon,L
298,C,3776.0,762.0,20.0,0.0,7.0,Tue,F
299,C,3776.0,8075.0,20.0,0.0,6.633333333333333,Tue,L
300,C,3781.0,12564.0,20.0,0.0,12.933333333333334,Tue,L
301,C,3778.0,12560.0,20.0,0.0,12.616666666666667,Tue,L
302,C,3783.0,14623.0,20.0,0.0,8.45,Mon,L
303,C,3777.0,1702.0,20.0,0.0,5.833333333333333,Tue,M
304,C,3775.0,1720.0,20.0,0.0,7.333333333333333,Tue,M
305,C,3784.0,2038.0,20.0,0.0,13.45,Mon,L
306,C,3776.0,2804.0,20.0,0.0,11.75,Tue,M
307,C,3779.0,7258.0,20.0,0.0,6.15,Tue,L
308,C,3778.0,7282.0,20.0,0.0,8.133333333333333,Tue,L
309,C,3784.0,11001.0,20.0,0.0,12.633333333333333,Tue,L
310,C,3774.0,11002.0,20.0,0.0,18.55,Mon,L
311,C,3783.0,1643.0,20.0,0.0,4.483333333333333,Tue,M
312,C,3776.0,1721.0,20.0,0.0,7.25,Tue,M
313,C,398.0,661.0,20.0,0.0,10.85,Thu,VF
314,C,407.0,6735.0,20.0,0.0,9.0,Tue,VF
315,C,410.0,61.0,20.0,0.0,12.5,Thu,VF
316,C,4509.0,1097.0,20.0,0.0,16.733333333333334,Wed,M
317,C,458.0,4861.0,20.0,0.0,14.733333333333333,Tue,VF
318,C,455.0,4821.0,20.0,0.0,13.933333333333334,Tue,VF
319,C,463.0,1221.0,10.0,0.0,11.533333333333333,Tue,VF
320,C,457.0,1224.0,10.0,0.0,10.583333333333334,Thu,VF
321,C,463.0,8235.0,20.0,0.0,1.9,Fri,F
322,C,465.0,2119.0,20.0,0.0,19.35,Mon,VF
323,C,472.0,2843.0,20.0,0.0,6.133333333333334,Fri,VF
324,C,463.0,3235.0,20.0,0.0,15.65,Wed,VF
325,C,472.0,5315.0,20.0,0.0,19.7,Mon,VF
326,C,536.0,4358.0,20.0,0.0,22.216666666666665,Mon,VF
327,C,535.0,4320.0,20.0,0.0,18.3,Thu,VF
328,C,536.0,2402.0,20.0,0.0,10.566666666666666,Wed,VF
329,C,542.0,2897.0,20.0,0.0,11.5,Wed,VF
330,C,532.0,3837.0,20.0,0.0,13.866666666666667,Tue,VF
331,C,530.0,5158.0,20.0,0.0,7.683333333333334,Fri,VF
332,C,534.0,5203.0,20.0,0.0,12.5,Wed,VF
333,C,536.0,5436.0,20.0,0.0,10.15,Fri,VF
334,C,531.0,6441.0,20.0,0.0,14.816666666666666,Thu,VF
335,C,534.0,1384.0,20.0,0.0,15.683333333333334,Wed,VF
336,C,562.0,3136.0,20.0,0.0,16.8,Wed,VF
337,C,556.0,3177.0,20.0,0.0,14.666666666666666,Mon,VF
338,C,566.0,3203.0,20.0,0.0,15.2,Mon,VF
339,C,565.0,3202.0,20.0,0.0,14.1,Mon,VF
340,C,71.0,2981.0,20.0,0.0,9.783333333333333,Wed,VF
341,C,72.0,197.0,20.0,0.0,17.416666666666668,Thu,VF
342,C,74.0,5438.0,20.0,0.0,15.85,Wed,VF
343,C,69.0,5658.0,20.0,0.0,16.8,Wed,VF
344,C,73.0,5495.0,20.0,0.0,16.483333333333334,Wed,VF
345,C,75.0,3678.0,10.0,0.0,14.166666666666666,Tue,VF
346,C,86.0,16258.0,20.0,0.0,9.366666666666667,Thu,VF
347,C,879.0,6238.0,20.0,0.0,14.8,Mon,F
348,C,89.0,3343.0,20.0,0.0,15.166666666666666,Wed,VF
349,C,96.0,2242.0,20.0,0.0,14.166666666666666,Tue,VF
350,C,87.0,3623.0,20.0,0.0,17.766666666666666,Tue,VF
351,D,995.0,144.0,20.0,0.0,13.95,Tue,VF
352,D,103.0,76.0,20.0,0.0,16.2,Wed,VF
353,D,95.0,84.0,20.0,0.0,16.516666666666666,Wed,VF
354,D,98.0,94.0,20.0,0.0,10.783333333333333,Wed,VF
355,D,95.0,99.0,20.0,0.0,14.983333333333333,Tue,VF
356,D,110.0,97.0,20.0,0.0,16.766666666666666,Thu,VF
357,D,105.0,104.0,20.0,0.0,10.983333333333333,Fri,VF
358,D,20.0,10.0,10.0,0.0,17.55,Tue,VF
359,D,104.0,36.0,20.0,0.0,18.55,Mon,VF
360,D,20.0,10.0,20.0,0.0,15.8,Wed,VF
361,D,127.0,110.0,20.0,0.0,12.733333333333333,Fri,VF
362,D,20.0,10.0,20.0,0.0,14.1,Mon,VF
363,D,14090.0,10.0,20.0,0.0,16.333333333333332,Wed,VF
364,D,145.0,99.0,20.0,0.0,7.95,Fri,VF
365,D,149.0,66.0,20.0,0.0,5.616666666666667,Fri,VF
366,D,143.0,75.0,20.0,0.0,4.866666666666667,Fri,VF
367,D,147.0,125.0,20.0,0.0,12.116666666666667,Fri,VF
368,D,20.0,10.0,20.0,0.0,6.25,Wed,VF
369,D,22.0,10.0,20.0,0.0,6.6,Wed,VF
370,D,20.0,10.0,20.0,0.0,8.566666666666666,Wed,VF
371,D,20.0,10.0,20.0,0.0,12.983333333333333,Tue,VF
372,D,20.0,10.0,20.0,0.0,8.366666666666667,Wed,VF
373,D,1498.0,140.0,20.0,0.0,14.0,Tue,VF
374,D,149.0,115.0,20.0,0.0,16.233333333333334,Wed,VF
375,D,146.0,115.0,20.0,0.0,10.866666666666667,Wed,VF
376,D,145.0,112.0,20.0,0.0,16.566666666666666,Wed,VF
377,D,152.0,80.0,20.0,0.0,20.85,Mon,VF
378,D,165.0,168.0,100.0,0.0,13.566666666666666,Fri,VF
379,D,20.0,15.0,20.0,0.0,16.833333333333332,Fri,VF
380,D,172.0,171.0,20.0,0.0,14.433333333333334,Thu,VF
381,D,170.0,174.0,20.0,0.0,15.816666666666666,Thu,VF
382,D,172.0,167.0,20.0,0.0,13.75,Thu,VF
383,D,175.0,38.0,20.0,0.0,15.566666666666666,Tue,VF
384,D,23.0,15.0,20.0,0.0,14.2,Wed,VF
385,D,183.0,11.0,20.0,0.0,12.916666666666666,Thu,VF
386,D,184.0,74.0,20.0,0.0,9.5,Thu,VF
387,D,20.0,12.0,20.0,0.0,11.55,Mon,VF
388,D,26.0,11.0,20.0,0.0,16.6,Thu,VF
389,D,21.0,18.0,20.0,0.0,14.166666666666666,Fri,VF
390,D,20.0,12.0,20.0,0.0,10.933333333333334,Wed,VF
391,D,20.0,17.0,20.0,0.0,12.116666666666667,Thu,VF
392,D,27.0,14.0,20.0,0.0,11.25,Wed,VF
393,D,20.0,10.0,20.0,0.0,10.85,Wed,VF
394,D,209.0,140.0,10.0,0.0,9.733333333333333,Wed,VF
395,D,208.0,147.0,10.0,0.0,20.183333333333334,Wed,VF
396,D,215.0,211.0,20.0,0.0,17.983333333333334,Mon,VF
397,D,220.0,171.0,20.0,0.0,18.016666666666666,Mon,VF
398,D,228.0,204.0,20.0,0.0,9.833333333333334,Tue,VF
399,D,225.0,219.0,20.0,0.0,11.2,Fri,VF
400,D,23.0,25.0,20.0,0.0,9.933333333333334,Thu,VF
401,D,20.0,10.0,20.0,0.0,8.95,Wed,VF
402,D,234.0,123.0,20.0,0.0,10.466666666666667,Fri,VF
403,D,236.0,137.0,20.0,0.0,15.683333333333334,Fri,VF
404,D,241.0,161.0,20.0,0.0,7.933333333333334,Mon,VF
405,D,237.0,215.0,20.0,0.0,15.866666666666667,Fri,VF
406,D,240.0,215.0,20.0,0.0,11.283333333333333,Fri,VF
407,D,242.0,27.0,20.0,0.0,11.35,Fri,VF
408,D,30.0,18.0,20.0,0.0,11.016666666666667,Wed,VF
409,D,2505.0,849.0,20.0,0.0,12.216666666666667,Wed,F
410,D,2504.0,344.0,20.0,0.0,12.216666666666667,Tue,VF
411,D,28.0,20.0,20.0,0.0,11.016666666666667,Wed,VF
412,D,22.0,21.0,20.0,0.0,11.883333333333333,Wed,VF
