,EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
100,3.8,6,A7,36.7669,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
101,3.8,6,M6,34.8617,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
102,3.8,6,A7,37.0666,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
103,3.8,6,M6,36.0277,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
119,6.0,12,S6,24.7,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
141,3.0,6,M6,36.4738,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
142,3.0,6,S7,32.8579,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
143,3.0,6,M6,36.4738,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
144,3.0,6,S7,32.8579,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
151,1.6,4,AM6,54.2501,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
152,1.6,4,M5,52.6,NaturallyAspirated,5,0.0,1.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
153,1.6,4,AM6,56.4204,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
159,3.7,6,A6,41.4056,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
172,3.7,6,S7,35.1628,NaturallyAspirated,7,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
176,3.5,6,S6,34.7494,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
184,3.5,6,A7,34.9,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
186,5.5,8,A7,30.6,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
187,5.5,8,A7,31.7,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
190,1.6,4,S6,47.8478,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
191,1.6,4,M6,50.2436,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
201,1.8,4,A4,47.2,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
202,1.8,4,M5,46.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
225,4.0,8,M6,28.4,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
226,4.0,8,S7,27.9711,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,CompactCars,1.0,0.0
234,1.4,4,S6,50.4,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
235,1.4,4,S6,54.05,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
236,1.4,4,M6,59.7,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
237,1.4,4,AV,52.7496,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
238,2.0,4,A4,40.0,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
239,2.0,4,A6,40.9,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
240,3.6,6,A6,40.5,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
244,6.4,8,A5,29.9499,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,CompactCars,1.0,0.0
245,6.4,8,M6,31.4,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,CompactCars,1.0,0.0
260,1.8,4,AV,56.9915,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
263,1.5,4,A4,46.5,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
264,1.5,4,M5,49.6,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
277,1.6,4,S6,42.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
278,1.6,4,M6,49.9494,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
279,1.6,4,S6,45.3,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
280,1.6,4,M6,45.5,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,1.0
281,1.6,4,S6,42.8,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,1.0
282,1.6,4,M6,43.7,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,1.0
296,2.5,4,M6,42.904,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
297,2.5,4,S6,43.2617,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
298,2.5,4,M5,37.5899,NaturallyAspirated,5,0.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,1.0
299,2.5,4,S4,36.6557,NaturallyAspirated,4,1.0,0.0,AllWheelDrive,2,2,CompactCars,0.0,1.0
300,2.5,4,M5,34.4341,Turbocharged,5,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
301,2.5,4,M6,31.3669,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
310,2.0,4,AV,41.5661,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
311,2.0,4,M6,44.708,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
325,2.0,4,M6,59.5361,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
326,2.0,4,S6,59.4381,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,0.0,0.0
327,2.0,4,M5,46.2,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,1,1,CompactCars,0.0,0.0
328,2.0,4,S6,41.399,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,1,1,CompactCars,0.0,0.0
329,2.5,5,M5,44.5159,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
330,2.5,5,S6,42.4888,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,CompactCars,1.0,0.0
334,3.0,6,S6,35.8,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,CompactCars,1.0,0.0
345,6.8,8,S8,23.4,Turbocharged,8,0.0,0.0,TwoWheelDriveRear,1,1,MidsizeCars,1.0,0.0
352,4.4,8,S8,33.0499,Turbocharged,8,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
353,4.4,8,S8,33.6032,Turbocharged,8,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
354,2.4,4,S6,42.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
355,3.6,6,S6,37.4874,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
356,3.6,6,S6,36.1,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
357,2.0,4,S6,39.4,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
358,2.0,4,M6,44.7,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
359,2.4,4,S6,42.5,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
373,2.0,4,A4,41.5,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
374,2.0,4,A6,43.5,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
375,3.6,6,A6,40.5,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
385,3.0,6,S6,39.7,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
390,2.5,6,S7,40.8075,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
391,2.5,6,S7,37.98,NaturallyAspirated,7,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,0.0
392,3.7,6,S7,36.7528,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,1.0
393,3.7,6,S7,33.4,NaturallyAspirated,7,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
394,5.6,8,S7,34.5,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,1.0
395,5.6,8,S7,32.4,NaturallyAspirated,7,1.0,0.0,AllWheelDrive,2,2,MidsizeCars,1.0,1.0
413,3.0,6,S6,39.7,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
418,2.5,4,AV,51.6,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
422,2.3,4,M6,34.7,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,MidsizeCars,1.0,0.0
425,3.0,6,A7,47.1,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,MidsizeCars,1.0,0.0
455,4.2,8,S8,35.7222,NaturallyAspirated,8,0.0,0.0,AllWheelDrive,2,2,LargeCars,1.0,0.0
457,3.0,6,S8,37.9997,Turbocharged,8,1.0,0.0,AllWheelDrive,2,2,LargeCars,1.0,1.0
458,4.4,8,S8,31.2274,Turbocharged,8,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
459,4.4,8,S8,30.548,Turbocharged,8,1.0,0.0,AllWheelDrive,2,2,LargeCars,1.0,0.0
460,3.0,6,S6,35.4966,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
461,3.0,6,S6,35.4966,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
467,4.4,8,S8,33.6032,Turbocharged,8,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
468,4.4,8,S6,29.8378,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
469,4.4,8,S6,27.7307,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,LargeCars,1.0,0.0
470,4.4,8,S6,29.8378,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
471,4.4,8,S6,27.7307,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,LargeCars,1.0,0.0
479,3.6,6,A5,37.9,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
480,5.7,8,A5,34.5,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,LargeCars,1.0,0.0
495,4.6,8,A6,33.9,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,0.0
514,3.6,6,A7,37.2998,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,LargeCars,1.0,1.0
515,3.6,6,A7,36.544,NaturallyAspirated,7,1.0,0.0,FourWheelDrive,2,2,LargeCars,1.0,1.0
528,3.0,6,M6,36.9202,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SmallStationWagons,1.0,1.0
529,3.0,6,S6,37.4259,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SmallStationWagons,1.0,1.0
530,3.0,6,M6,35.4354,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,SmallStationWagons,1.0,1.0
531,3.0,6,S6,35.891,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,SmallStationWagons,1.0,1.0
557,1.6,4,M6,43.2979,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SmallStationWagons,1.0,0.0
558,1.6,4,AVS6,45.5991,Turbocharged,1,1.0,0.0,TwoWheelDriveFront,2,2,SmallStationWagons,1.0,0.0
559,1.6,4,AVS6,41.7,Turbocharged,1,1.0,0.0,AllWheelDrive,2,2,SmallStationWagons,1.0,0.0
560,2.4,4,M5,38.7,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SmallStationWagons,1.0,0.0
561,2.4,4,S4,38.7,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SmallStationWagons,1.0,0.0
562,2.5,4,M5,37.5899,NaturallyAspirated,5,0.0,0.0,AllWheelDrive,2,2,SmallStationWagons,0.0,1.0
563,2.5,4,S4,36.6557,NaturallyAspirated,4,1.0,0.0,AllWheelDrive,2,2,SmallStationWagons,0.0,1.0
564,2.5,4,M5,34.4341,Turbocharged,5,0.0,0.0,AllWheelDrive,2,2,SmallStationWagons,1.0,0.0
565,2.5,4,M6,31.3669,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,SmallStationWagons,1.0,0.0
583,3.5,6,A7,32.2,NaturallyAspirated,7,1.0,0.0,FourWheelDrive,2,2,Other,1.0,0.0
646,3.7,6,A4,28.1,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0.0,0.0
647,4.7,8,A5,25.7,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0.0,0.0
648,3.7,6,A4,27.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0.0,0.0
649,4.7,8,A5,25.6,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,0.0,0.0
650,5.7,8,A5,27.2,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,StandardPickupTrucks2WD,1.0,0.0
654,3.7,6,A6,31.3641,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1.0,0.0
655,3.7,6,S6,31.3639,NaturallyAspirated,6,0.0,1.0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1.0,0.0
656,5.0,8,A6,28.716,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1.0,0.0
657,5.0,8,S6,28.7009,NaturallyAspirated,6,0.0,1.0,TwoWheelDriveRear,2,2,StandardPickupTrucks2WD,1.0,0.0
673,3.7,6,A4,24.4,NaturallyAspirated,4,1.0,0.0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0.0,0.0
674,4.7,8,A5,25.6,NaturallyAspirated,5,0.0,0.0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0.0,0.0
675,4.7,8,A5,24.6,NaturallyAspirated,5,1.0,0.0,FourWheelDrive,1,1,StandardPickupTrucks4WD,0.0,0.0
676,5.7,8,A5,25.6,NaturallyAspirated,5,1.0,0.0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1.0,0.0
680,3.7,6,A6,28.5668,NaturallyAspirated,6,1.0,1.0,FourWheelDrive,2,2,StandardPickupTrucks4WD,1.0,0.0
681,3.7,6,S6,28.5674,NaturallyAspirated,6,0.0,1.0,FourWheelDrive,2,2,StandardPickupTrucks4WD,1.0,0.0
682,5.0,8,A6,25.8975,NaturallyAspirated,6,1.0,1.0,FourWheelDrive,2,2,StandardPickupTrucks4WD,1.0,0.0
683,5.0,8,S6,25.8972,NaturallyAspirated,6,0.0,1.0,FourWheelDrive,2,2,StandardPickupTrucks4WD,1.0,0.0
684,6.2,8,S6,19.5139,NaturallyAspirated,6,0.0,1.0,FourWheelDrive,1,1,StandardPickupTrucks4WD,1.0,0.0
692,2.2,4,A6,30.45,Turbocharged,6,0.0,0.0,FourWheelDrive,2,2,StandardPickupTrucks4WD,0.0,0.0
702,6.0,8,A6,21.4734,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansCargoTypes,1.0,0.0
703,6.0,8,A6,21.4734,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansCargoTypes,1.0,0.0
704,6.0,8,A6,21.4734,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansCargoTypes,1.0,0.0
707,4.6,8,A4,23.0,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansCargoTypes,0.0,0.0
708,5.4,8,A4,21.8,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansCargoTypes,0.0,0.0
709,4.6,8,A4,23.0,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansCargoTypes,0.0,0.0
710,5.4,8,A4,21.6412,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansCargoTypes,0.0,0.0
711,6.8,10,A5,18.6,NaturallyAspirated,5,1.0,1.0,TwoWheelDriveRear,1,1,VansCargoTypes,0.0,0.0
712,5.4,8,A4,21.2,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansCargoTypes,0.0,0.0
716,6.0,8,A6,21.4734,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansCargoTypes,1.0,0.0
717,6.0,8,A6,21.4734,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansCargoTypes,1.0,0.0
718,6.0,8,A6,21.4734,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansCargoTypes,1.0,0.0
722,4.8,8,A6,22.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansPassengerType,1.0,0.0
723,6.0,8,A6,21.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansPassengerType,1.0,0.0
724,6.0,8,A6,21.6285,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansPassengerType,1.0,0.0
726,4.6,8,A4,21.9,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansPassengerType,0.0,0.0
727,5.4,8,A4,21.2,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansPassengerType,0.0,0.0
728,6.8,10,A5,17.7,NaturallyAspirated,5,1.0,1.0,TwoWheelDriveRear,1,1,VansPassengerType,0.0,0.0
729,5.4,8,A4,20.6,NaturallyAspirated,4,1.0,1.0,TwoWheelDriveRear,1,1,VansPassengerType,0.0,0.0
731,4.8,8,A6,22.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansPassengerType,1.0,0.0
732,6.0,8,A6,21.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansPassengerType,1.0,0.0
733,6.0,8,A6,21.6515,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,VansPassengerType,1.0,0.0
736,3.6,6,A6,35.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1.0,0.0
737,3.6,6,A6,35.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1.0,0.0
742,2.7,4,S6,37.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1.0,0.0
743,3.5,6,S6,34.0,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleminivan2WD,1.0,0.0
745,3.5,6,S6,30.0493,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,Other,1.0,0.0
756,6.0,8,A6,21.7,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1.0,0.0
769,3.6,6,A5,32.3,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
770,5.7,8,A5,27.2,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1.0,0.0
771,2.0,4,A4,36.8,NaturallyAspirated,4,0.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
772,3.6,6,A6,35.5,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
773,3.7,6,A4,30.4,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,0.0,0.0
774,4.0,6,A5,29.4,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,2,2,SpecialPurposeVehicleSUV2WD,0.0,0.0
783,3.5,6,A6,34.763,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
784,3.5,6,S6,34.7675,NaturallyAspirated,6,1.0,1.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
789,6.0,8,AV,32.8,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1.0,0.0
792,6.0,8,A6,21.7,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,1,1,SpecialPurposeVehicleSUV2WD,1.0,0.0
823,2.4,4,A6,40.3,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
824,2.4,4,M6,37.3,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
825,3.5,6,A6,35.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
831,5.4,8,A6,24.1556,NaturallyAspirated,6,1.0,1.0,FourWheelDrive,2,1,SpecialPurposeVehicleSUV2WD,1.0,0.0
846,2.0,4,M5,43.2,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
847,2.0,4,AVS6,42.9733,NaturallyAspirated,1,0.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
870,3.2,6,S6,34.5424,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
871,3.2,6,S6,34.5424,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SpecialPurposeVehicleSUV2WD,1.0,0.0
881,3.0,6,S8,35.5052,NaturallyAspirated,8,1.0,0.0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1.0,1.0
882,3.0,6,S8,35.9931,Turbocharged,8,1.0,0.0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1.0,1.0
884,3.0,6,S8,32.286,Turbocharged,8,1.0,0.0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1.0,1.0
885,4.4,8,S8,28.1647,Turbocharged,8,1.0,0.0,AllWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1.0,0.0
891,6.0,8,AV,32.4,NaturallyAspirated,1,0.0,0.0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
893,6.2,8,A6,24.2,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
894,6.2,8,A6,24.2,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
900,5.3,8,A6,29.0,NaturallyAspirated,6,1.0,0.0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
901,5.3,8,A6,29.0,NaturallyAspirated,6,1.0,0.0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
904,6.0,8,A6,21.2,NaturallyAspirated,6,1.0,0.0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
906,3.6,6,A5,31.2,NaturallyAspirated,5,1.0,0.0,FourWheelDrive,2,2,SpecialPurposeVehicleSUV4WD,1.0,0.0
907,5.7,8,A5,27.2941,NaturallyAspirated,5,1.0,0.0,FourWheelDrive,1,1,SpecialPurposeVehicleSUV4WD,1.0,0.0
