,EngDispl,NumCyl,Transmission,FE,AirAspirationMethod,NumGears,TransLockup,TransCreeperGear,DriveDesc,IntakeValvePerCyl,ExhaustValvesPerCyl,CarlineClassDesc,VarValveTiming,VarValveLift
1135,3.7,6,M6,34.9,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1136,2.0,4,A5,37.5,Turbocharged,5,1.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1137,2.0,4,M5,40.0,Turbocharged,5,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1138,2.4,4,A5,33.6,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1139,2.4,4,M5,36.4,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1140,3.8,6,M6,28.5532,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1141,3.8,6,M6,27.372,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1142,2.9,6,M6,37.3296,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1143,2.9,6,A7,41.3608,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1144,3.4,6,M6,36.7299,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1145,3.4,6,A7,40.9978,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1146,2.9,6,M6,37.3296,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1147,2.9,6,A7,41.3608,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1148,3.4,6,M6,36.7299,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1149,3.4,6,A7,40.9978,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,1.0
1150,2.0,4,A5,37.5,Turbocharged,5,1.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1151,2.0,4,M5,40.0,Turbocharged,5,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1152,2.4,4,M5,36.4,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1153,2.4,4,A5,33.6,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveRear,2,2,2Seaters,1.0,0.0
1154,4.2,8,A6,27.471,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,3,2,2Seaters,1.0,0.0
1155,5.9,12,M6,23.6523,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,0.0,0.0
1156,5.9,12,S6,27.2408,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,0.0,0.0
1157,5.9,12,M6,22.9258,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,0.0,0.0
1158,5.9,12,S6,24.6983,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,0.0,0.0
1159,4.3,8,AM7,26.1157,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,0.0
1160,5.0,8,S6,32.8808,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1161,5.0,8,S6,30.3378,Supercharged,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,0.0
1162,5.0,8,S6,30.8027,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1163,4.3,8,S6,31.6,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,0.0
1164,3.5,6,M6,35.5,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,0.0
1165,1.6,4,M6,51.6555,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,1.0
1166,1.6,4,S6,47.2025,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,1.0
1167,1.6,4,M6,52.0,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,1.0
1168,1.6,4,S6,47.2025,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,1.0
1169,1.6,4,S6,44.5714,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,0.0
1170,1.6,4,M6,47.7592,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,0.0
1171,1.6,4,S6,44.5714,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,0.0
1172,1.6,4,M6,47.7592,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,0.0
1173,1.6,4,M6,46.5047,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,1.0
1174,1.6,4,M6,46.5047,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,1.0
1175,2.4,4,S4,36.2628,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,0.0,1.0
1176,3.8,6,S5,33.2,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,0.0,1.0
1177,3.6,6,M6,35.2427,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1178,3.6,6,A7,37.6908,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1179,3.6,6,M6,34.8754,NaturallyAspirated,6,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1180,3.6,6,A7,36.7563,NaturallyAspirated,7,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1181,3.6,6,M6,34.8754,NaturallyAspirated,6,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1182,3.6,6,A7,36.4395,NaturallyAspirated,7,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1183,3.6,6,M6,34.8754,NaturallyAspirated,6,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1184,3.6,6,A7,36.4395,NaturallyAspirated,7,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1185,3.8,6,M6,34.5148,NaturallyAspirated,6,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1186,3.8,6,A7,36.013,NaturallyAspirated,7,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1187,3.8,6,M6,34.5148,NaturallyAspirated,6,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1188,3.8,6,A7,37.0769,NaturallyAspirated,7,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1189,3.8,6,M6,34.5148,NaturallyAspirated,6,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1190,3.8,6,A7,37.0769,NaturallyAspirated,7,0.0,0.0,FourWheelDrive,2,2,MinicompactCars,1.0,1.0
1191,3.6,6,M6,35.2427,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1192,3.6,6,A7,37.6908,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1193,3.8,6,M6,35.3594,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1194,3.8,6,A7,36.9347,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1195,3.8,6,A7,36.9347,NaturallyAspirated,7,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1196,3.8,6,M6,35.3594,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1197,3.8,6,A7,33.8482,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1198,3.8,6,M6,33.1649,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1199,3.8,6,A7,34.255,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1200,3.8,6,M6,33.2357,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1201,3.8,6,A7,33.8482,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1202,3.8,6,A7,34.255,Turbocharged,7,1.0,0.0,TwoWheelDriveRear,2,2,MinicompactCars,1.0,1.0
1203,2.5,5,S6,39.7267,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,MinicompactCars,1.0,0.0
1204,5.9,12,S6,26.6208,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,0.0,0.0
1205,2.0,4,AV,42.7743,Turbocharged,1,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1206,2.0,4,S6,37.0,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
1207,2.0,4,S6,37.7989,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
1208,2.0,4,M6,42.575,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
1209,3.2,6,S6,36.2,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
1210,4.2,8,S6,31.0,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1211,4.2,8,M6,29.3,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1212,3.0,6,S7,34.0,Supercharged,7,0.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1213,2.0,4,S6,39.7256,Turbocharged,6,0.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1214,6.0,12,S6,23.2715,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1215,3.0,6,S6,38.1696,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1216,3.0,6,M6,38.7896,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1217,3.0,6,S6,39.7103,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1218,3.0,6,M6,38.7896,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1219,3.0,6,S6,35.5,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1220,3.0,6,M6,35.2678,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1221,3.0,6,S6,36.1548,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1222,3.0,6,M6,35.7081,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1223,3.0,6,S6,39.7103,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1224,3.0,6,M6,38.7896,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1225,3.0,6,S6,38.1696,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1226,3.0,6,M6,36.798,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1227,3.0,6,S6,35.5404,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
1228,3.0,6,M6,35.4606,NaturallyAspirated,6,0.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,1.0
1229,3.0,6,S6,36.1548,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1230,3.0,6,M6,35.7081,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1231,3.0,6,S6,36.1548,Turbocharged,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1232,3.0,6,M6,35.7081,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1233,3.0,6,S6,34.7288,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1234,3.0,6,M6,34.2853,Turbocharged,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1235,4.8,8,M6,30.5375,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1236,4.8,8,S6,31.3747,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1237,4.8,8,M6,28.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1238,4.8,8,S6,31.8,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1239,4.0,8,S7,27.3704,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1240,4.0,8,M6,27.3,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1241,4.0,8,M6,28.4,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1242,4.0,8,S7,27.9711,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1243,5.0,10,M6,23.227,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1244,5.0,10,S7,23.6182,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1245,5.0,10,M6,23.7,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1246,5.0,10,S7,24.0505,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1247,1.6,4,A4,47.9,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1248,1.6,4,M5,48.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1249,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1250,2.2,4,A4,46.8,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1251,2.0,4,M5,41.9,Turbocharged,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1252,2.2,4,M5,51.9,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1253,4.0,6,A5,32.7568,NaturallyAspirated,5,1.0,1.0,TwoWheelDriveRear,1,1,SubcompactCars,0.0,0.0
1254,4.0,6,M5,36.3926,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveRear,1,1,SubcompactCars,0.0,0.0
1255,4.6,8,A5,32.1109,NaturallyAspirated,5,1.0,1.0,TwoWheelDriveRear,2,1,SubcompactCars,1.0,0.0
1256,4.6,8,M5,33.8,NaturallyAspirated,5,0.0,1.0,TwoWheelDriveRear,2,1,SubcompactCars,1.0,0.0
1257,5.4,8,M6,30.4,Supercharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,0.0,0.0
1258,1.8,4,A5,50.5,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1259,1.8,4,M5,48.6,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1260,1.8,4,A5,51.1915,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1261,2.0,4,M6,40.5,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1262,2.0,4,A5,41.7998,Turbocharged,5,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1263,2.0,4,M6,42.0,Turbocharged,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1264,3.8,6,A6,38.0484,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1265,3.8,6,M6,36.4,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1266,3.7,6,M6,32.9748,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1267,3.7,6,S7,35.2288,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1268,3.7,6,M6,34.7305,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1269,3.7,6,S7,37.065,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,1.0
1270,3.7,6,S7,35.162,NaturallyAspirated,7,1.0,0.0,FourWheelDrive,2,2,SubcompactCars,1.0,1.0
1271,2.5,6,S6,36.2901,NaturallyAspirated,6,1.0,0.0,AllWheelDrive,2,2,SubcompactCars,1.0,0.0
1272,2.5,6,M6,36.7047,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1273,2.5,6,S6,40.8247,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1274,3.5,6,S6,36.5564,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1275,5.0,8,S8,32.0888,NaturallyAspirated,8,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1276,4.2,8,A6,26.8817,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1277,4.7,8,A6,26.7022,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1278,4.7,8,A6,26.5604,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1279,1.3,2,M6,30.2,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveRear,0,0,SubcompactCars,0.0,0.0
1280,1.3,2,S6,32.1,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveRear,0,0,SubcompactCars,0.0,0.0
1281,3.5,6,A7,36.0876,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1282,5.5,8,A7,31.7,NaturallyAspirated,7,1.0,0.0,TwoWheelDriveRear,2,2,SubcompactCars,1.0,0.0
1283,1.6,4,M6,51.6555,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1284,1.6,4,S6,47.2025,NaturallyAspirated,6,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1285,1.6,4,S6,44.5714,Turbocharged,6,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1286,1.6,4,M6,47.7592,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1287,1.6,4,M6,46.5047,Turbocharged,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,1.0
1288,2.4,4,M5,38.5995,NaturallyAspirated,5,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,0.0,1.0
1289,2.4,4,S4,37.4902,NaturallyAspirated,4,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,0.0,1.0
1290,3.8,6,M6,34.6,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,0.0,1.0
1291,3.8,6,S5,33.2,NaturallyAspirated,5,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,0.0,1.0
1292,2.5,4,AVS6,44.7365,NaturallyAspirated,1,1.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
1293,2.5,4,M6,43.8,NaturallyAspirated,6,0.0,0.0,TwoWheelDriveFront,2,2,SubcompactCars,1.0,0.0
